STATISTIC Label,year,month,Selected Base Reference Period,UNIT,VALUE
Consumer Price Index,2010,February,Base December 2016=100,Base = 100,95.1
Consumer Price Index,2010,February,Base December 2023=100,Base = 100,78.5
Consumer Price Index,2010,March,Base July 1914=100,Base = 100,
Consumer Price Index,2010,March,Base August 1947=100,Base = 100,
Consumer Price Index,2010,March,Base August 1953=100,Base = 100,
Consumer Price Index,2010,March,Base November 1968=100,Base = 100,
Consumer Price Index,2010,March,Base November 1975=100,Base = 100,639.3
Consumer Price Index,2010,March,Base November 1982=100,Base = 100,233.5
Consumer Price Index,2010,March,Base November 1989=100,Base = 100,165.5
Consumer Price Index,2010,March,Base November 1996=100,Base = 100,140.2
Consumer Price Index,2010,March,Base December 2001=100,Base = 100,118.7
Consumer Price Index,2010,March,Base December 2006=100,Base = 100,100.5
Consumer Price Index,2010,March,Base December 2011=100,Base = 100,96.3
Consumer Price Index,2010,March,Base December 2016=100,Base = 100,95.1
Consumer Price Index,2010,March,Base December 2023=100,Base = 100,78.6
Consumer Price Index,2010,April,Base July 1914=100,Base = 100,
Consumer Price Index,2010,April,Base August 1947=100,Base = 100,
Consumer Price Index,2010,April,Base August 1953=100,Base = 100,
Consumer Price Index,2010,April,Base November 1968=100,Base = 100,
Consumer Price Index,2010,April,Base November 1975=100,Base = 100,640.8
Consumer Price Index,2010,April,Base November 1982=100,Base = 100,234
Consumer Price Index,2010,April,Base November 1989=100,Base = 100,165.9
Consumer Price Index,2010,April,Base November 1996=100,Base = 100,140.6
Consumer Price Index,2010,April,Base December 2001=100,Base = 100,118.9
Consumer Price Index,2010,April,Base December 2006=100,Base = 100,100.7
Consumer Price Index,2010,April,Base December 2011=100,Base = 100,96.5
Consumer Price Index,2010,April,Base December 2016=100,Base = 100,95.4
Consumer Price Index,2010,April,Base December 2023=100,Base = 100,78.7
Consumer Price Index,2010,May,Base July 1914=100,Base = 100,
Consumer Price Index,2010,May,Base August 1947=100,Base = 100,
Consumer Price Index,2010,May,Base August 1953=100,Base = 100,
Consumer Price Index,2010,May,Base November 1968=100,Base = 100,
Consumer Price Index,2010,May,Base November 1975=100,Base = 100,644.3
Consumer Price Index,2010,May,Base November 1982=100,Base = 100,235.3
Consumer Price Index,2010,May,Base November 1989=100,Base = 100,166.8
Consumer Price Index,2010,May,Base November 1996=100,Base = 100,141.3
Consumer Price Index,2010,May,Base December 2001=100,Base = 100,119.6
Consumer Price Index,2010,May,Base December 2006=100,Base = 100,101.3
Consumer Price Index,2010,May,Base December 2011=100,Base = 100,97
Consumer Price Index,2010,May,Base December 2016=100,Base = 100,95.9
Consumer Price Index,2010,May,Base December 2023=100,Base = 100,79.2
Consumer Price Index,2010,June,Base July 1914=100,Base = 100,
Consumer Price Index,2010,June,Base August 1947=100,Base = 100,
Consumer Price Index,2010,June,Base August 1953=100,Base = 100,
Consumer Price Index,2010,June,Base November 1968=100,Base = 100,
Consumer Price Index,2010,June,Base November 1975=100,Base = 100,643.5
Consumer Price Index,2010,June,Base November 1982=100,Base = 100,235.1
Consumer Price Index,2010,June,Base November 1989=100,Base = 100,166.6
Consumer Price Index,2010,June,Base November 1996=100,Base = 100,141.2
Consumer Price Index,2010,June,Base December 2001=100,Base = 100,119.4
Consumer Price Index,2010,June,Base December 2006=100,Base = 100,101.2
Consumer Price Index,2010,June,Base December 2011=100,Base = 100,96.9
Consumer Price Index,2010,June,Base December 2016=100,Base = 100,95.8
Consumer Price Index,2010,June,Base December 2023=100,Base = 100,79.1
Consumer Price Index,2010,July,Base July 1914=100,Base = 100,
Consumer Price Index,2010,July,Base August 1947=100,Base = 100,
Consumer Price Index,2010,July,Base August 1953=100,Base = 100,
Consumer Price Index,2010,July,Base November 1968=100,Base = 100,
Consumer Price Index,2010,July,Base November 1975=100,Base = 100,643.5
Consumer Price Index,2010,July,Base November 1982=100,Base = 100,235
Consumer Price Index,2010,July,Base November 1989=100,Base = 100,166.6
Consumer Price Index,2010,July,Base November 1996=100,Base = 100,141.2
Consumer Price Index,2010,July,Base December 2001=100,Base = 100,119.4
Consumer Price Index,2010,July,Base December 2006=100,Base = 100,101.2
Consumer Price Index,2010,July,Base December 2011=100,Base = 100,96.9
Consumer Price Index,2010,July,Base December 2016=100,Base = 100,95.8
Consumer Price Index,2010,July,Base December 2023=100,Base = 100,79.1
Consumer Price Index,2010,August,Base July 1914=100,Base = 100,
Consumer Price Index,2010,August,Base August 1947=100,Base = 100,
Consumer Price Index,2010,August,Base August 1953=100,Base = 100,
Consumer Price Index,2010,August,Base November 1968=100,Base = 100,
Consumer Price Index,2010,August,Base November 1975=100,Base = 100,648.4
Consumer Price Index,2010,August,Base November 1982=100,Base = 100,236.8
Consumer Price Index,2010,August,Base November 1989=100,Base = 100,167.9
Consumer Price Index,2010,August,Base November 1996=100,Base = 100,142.2
Consumer Price Index,2010,August,Base December 2001=100,Base = 100,120.3
Consumer Price Index,2010,August,Base December 2006=100,Base = 100,101.9
Consumer Price Index,2010,August,Base December 2011=100,Base = 100,97.6
Consumer Price Index,2010,August,Base December 2016=100,Base = 100,96.5
Consumer Price Index,2010,August,Base December 2023=100,Base = 100,79.7
Consumer Price Index,2010,September,Base July 1914=100,Base = 100,
Consumer Price Index,2010,September,Base August 1947=100,Base = 100,
Consumer Price Index,2010,September,Base August 1953=100,Base = 100,
Consumer Price Index,2010,September,Base November 1968=100,Base = 100,
Consumer Price Index,2010,September,Base November 1975=100,Base = 100,647.3
Consumer Price Index,2010,September,Base November 1982=100,Base = 100,236.4
Consumer Price Index,2010,September,Base November 1989=100,Base = 100,167.6
Consumer Price Index,2010,September,Base November 1996=100,Base = 100,142
Consumer Price Index,2010,September,Base December 2001=100,Base = 100,120.1
Consumer Price Index,2010,September,Base December 2006=100,Base = 100,101.8
Consumer Price Index,2010,September,Base December 2011=100,Base = 100,97.5
Consumer Price Index,2010,September,Base December 2016=100,Base = 100,96.3
Consumer Price Index,2010,September,Base December 2023=100,Base = 100,79.5
Consumer Price Index,2010,October,Base July 1914=100,Base = 100,
Consumer Price Index,2010,October,Base August 1947=100,Base = 100,
Consumer Price Index,2010,October,Base August 1953=100,Base = 100,
Consumer Price Index,2010,October,Base November 1968=100,Base = 100,
Consumer Price Index,2010,October,Base November 1975=100,Base = 100,647.8
Consumer Price Index,2010,October,Base November 1982=100,Base = 100,236.6
Consumer Price Index,2010,October,Base November 1989=100,Base = 100,167.7
Consumer Price Index,2010,October,Base November 1996=100,Base = 100,142.1
Consumer Price Index,2010,October,Base December 2001=100,Base = 100,120.2
Consumer Price Index,2010,October,Base December 2006=100,Base = 100,101.8
Consumer Price Index,2010,October,Base December 2011=100,Base = 100,97.6
Consumer Price Index,2010,October,Base December 2016=100,Base = 100,96.4
Consumer Price Index,2010,October,Base December 2023=100,Base = 100,79.6
Consumer Price Index,2010,November,Base July 1914=100,Base = 100,
Consumer Price Index,2010,November,Base August 1947=100,Base = 100,
Consumer Price Index,2010,November,Base August 1953=100,Base = 100,
Consumer Price Index,2010,November,Base November 1968=100,Base = 100,
Consumer Price Index,2010,November,Base November 1975=100,Base = 100,646.7
Consumer Price Index,2010,November,Base November 1982=100,Base = 100,236.2
Consumer Price Index,2010,November,Base November 1989=100,Base = 100,167.4
Consumer Price Index,2010,November,Base November 1996=100,Base = 100,141.9
Consumer Price Index,2010,November,Base December 2001=100,Base = 100,120
Consumer Price Index,2010,November,Base December 2006=100,Base = 100,101.7
Consumer Price Index,2010,November,Base December 2011=100,Base = 100,97.4
Consumer Price Index,2010,November,Base December 2016=100,Base = 100,96.2
Consumer Price Index,2010,November,Base December 2023=100,Base = 100,79.5
Consumer Price Index,2010,December,Base July 1914=100,Base = 100,
Consumer Price Index,2010,December,Base August 1947=100,Base = 100,
Consumer Price Index,2010,December,Base August 1953=100,Base = 100,
Consumer Price Index,2010,December,Base November 1968=100,Base = 100,
Consumer Price Index,2010,December,Base November 1975=100,Base = 100,648.3
Consumer Price Index,2010,December,Base November 1982=100,Base = 100,236.8
Consumer Price Index,2010,December,Base November 1989=100,Base = 100,167.9
Consumer Price Index,2010,December,Base November 1996=100,Base = 100,142.2
Consumer Price Index,2010,December,Base December 2001=100,Base = 100,120.3
Consumer Price Index,2010,December,Base December 2006=100,Base = 100,101.9
Consumer Price Index,2010,December,Base December 2011=100,Base = 100,97.6
Consumer Price Index,2010,December,Base December 2016=100,Base = 100,96.5
Consumer Price Index,2010,December,Base December 2023=100,Base = 100,79.7
Consumer Price Index,2011,January,Base July 1914=100,Base = 100,
Consumer Price Index,2011,January,Base August 1947=100,Base = 100,
Consumer Price Index,2011,January,Base August 1953=100,Base = 100,
Consumer Price Index,2011,January,Base November 1968=100,Base = 100,
Consumer Price Index,2011,January,Base November 1975=100,Base = 100,646.7
Consumer Price Index,2011,January,Base November 1982=100,Base = 100,236.2
Consumer Price Index,2011,January,Base November 1989=100,Base = 100,167.4
Consumer Price Index,2011,January,Base November 1996=100,Base = 100,141.9
Consumer Price Index,2011,January,Base December 2001=100,Base = 100,120
Consumer Price Index,2011,January,Base December 2006=100,Base = 100,101.7
Consumer Price Index,2011,January,Base December 2011=100,Base = 100,97.4
Consumer Price Index,2011,January,Base December 2016=100,Base = 100,96.2
Consumer Price Index,2011,January,Base December 2023=100,Base = 100,79.5
Consumer Price Index,2011,February,Base July 1914=100,Base = 100,
Consumer Price Index,2011,February,Base August 1947=100,Base = 100,
Consumer Price Index,2011,February,Base August 1953=100,Base = 100,
Consumer Price Index,2011,February,Base November 1968=100,Base = 100,
Consumer Price Index,2011,February,Base November 1975=100,Base = 100,652.5
Consumer Price Index,2011,February,Base November 1982=100,Base = 100,238.3
Consumer Price Index,2011,February,Base November 1989=100,Base = 100,168.9
Consumer Price Index,2011,February,Base November 1996=100,Base = 100,143.1
Consumer Price Index,2011,February,Base December 2001=100,Base = 100,121.1
Consumer Price Index,2011,February,Base December 2006=100,Base = 100,102.6
Consumer Price Index,2011,February,Base December 2011=100,Base = 100,98.3
Consumer Price Index,2011,February,Base December 2016=100,Base = 100,97.1
Consumer Price Index,2011,February,Base December 2023=100,Base = 100,80.2
Consumer Price Index,2011,March,Base July 1914=100,Base = 100,
Consumer Price Index,2011,March,Base August 1947=100,Base = 100,
Consumer Price Index,2011,March,Base August 1953=100,Base = 100,
Consumer Price Index,2011,March,Base November 1968=100,Base = 100,
Consumer Price Index,2011,March,Base November 1975=100,Base = 100,658.4
Consumer Price Index,2011,March,Base November 1982=100,Base = 100,240.5
Consumer Price Index,2011,March,Base November 1989=100,Base = 100,170.5
Consumer Price Index,2011,March,Base November 1996=100,Base = 100,144.4
Consumer Price Index,2011,March,Base December 2001=100,Base = 100,122.2
Consumer Price Index,2011,March,Base December 2006=100,Base = 100,103.5
Consumer Price Index,2011,March,Base December 2011=100,Base = 100,99.2
Consumer Price Index,2011,March,Base December 2016=100,Base = 100,98
Consumer Price Index,2011,March,Base December 2023=100,Base = 100,80.9
Consumer Price Index,2011,April,Base July 1914=100,Base = 100,
Consumer Price Index,2011,April,Base August 1947=100,Base = 100,
Consumer Price Index,2011,April,Base August 1953=100,Base = 100,
Consumer Price Index,2011,April,Base November 1968=100,Base = 100,
Consumer Price Index,2011,April,Base November 1975=100,Base = 100,661
Consumer Price Index,2011,April,Base November 1982=100,Base = 100,241.4
Consumer Price Index,2011,April,Base November 1989=100,Base = 100,171.1
Consumer Price Index,2011,April,Base November 1996=100,Base = 100,145
Consumer Price Index,2011,April,Base December 2001=100,Base = 100,122.7
Consumer Price Index,2011,April,Base December 2006=100,Base = 100,103.9
Consumer Price Index,2011,April,Base December 2011=100,Base = 100,99.5
Consumer Price Index,2011,April,Base December 2016=100,Base = 100,98.4
Consumer Price Index,2011,April,Base December 2023=100,Base = 100,81.2
Consumer Price Index,2011,May,Base July 1914=100,Base = 100,
Consumer Price Index,2011,May,Base August 1947=100,Base = 100,
Consumer Price Index,2011,May,Base August 1953=100,Base = 100,
Consumer Price Index,2011,May,Base November 1968=100,Base = 100,
Consumer Price Index,2011,May,Base November 1975=100,Base = 100,661.5
Consumer Price Index,2011,May,Base November 1982=100,Base = 100,241.6
Consumer Price Index,2011,May,Base November 1989=100,Base = 100,171.3
Consumer Price Index,2011,May,Base November 1996=100,Base = 100,145.1
Consumer Price Index,2011,May,Base December 2001=100,Base = 100,122.8
Consumer Price Index,2011,May,Base December 2006=100,Base = 100,104
Consumer Price Index,2011,May,Base December 2011=100,Base = 100,99.6
Consumer Price Index,2011,May,Base December 2016=100,Base = 100,98.4
Consumer Price Index,2011,May,Base December 2023=100,Base = 100,81.3
Consumer Price Index,2011,June,Base July 1914=100,Base = 100,
Consumer Price Index,2011,June,Base August 1947=100,Base = 100,
Consumer Price Index,2011,June,Base August 1953=100,Base = 100,
Consumer Price Index,2011,June,Base November 1968=100,Base = 100,
Consumer Price Index,2011,June,Base November 1975=100,Base = 100,661
Consumer Price Index,2011,June,Base November 1982=100,Base = 100,241.4
Consumer Price Index,2011,June,Base November 1989=100,Base = 100,171.1
Consumer Price Index,2011,June,Base November 1996=100,Base = 100,145
Consumer Price Index,2011,June,Base December 2001=100,Base = 100,122.7
Consumer Price Index,2011,June,Base December 2006=100,Base = 100,103.9
Consumer Price Index,2011,June,Base December 2011=100,Base = 100,99.5
Consumer Price Index,2011,June,Base December 2016=100,Base = 100,98.4
Consumer Price Index,2011,June,Base December 2023=100,Base = 100,81.2
Consumer Price Index,2011,July,Base July 1914=100,Base = 100,
Consumer Price Index,2011,July,Base August 1947=100,Base = 100,
Consumer Price Index,2011,July,Base August 1953=100,Base = 100,
Consumer Price Index,2011,July,Base November 1968=100,Base = 100,
Consumer Price Index,2011,July,Base November 1975=100,Base = 100,660.6
Consumer Price Index,2011,July,Base November 1982=100,Base = 100,241.3
Consumer Price Index,2011,July,Base November 1989=100,Base = 100,171
Consumer Price Index,2011,July,Base November 1996=100,Base = 100,144.9
Consumer Price Index,2011,July,Base December 2001=100,Base = 100,122.6
Consumer Price Index,2011,July,Base December 2006=100,Base = 100,103.9
Consumer Price Index,2011,July,Base December 2011=100,Base = 100,99.5
Consumer Price Index,2011,July,Base December 2016=100,Base = 100,98.3
Consumer Price Index,2011,July,Base December 2023=100,Base = 100,81.2
Consumer Price Index,2011,August,Base July 1914=100,Base = 100,
Consumer Price Index,2011,August,Base August 1947=100,Base = 100,
Consumer Price Index,2011,August,Base August 1953=100,Base = 100,
Consumer Price Index,2011,August,Base November 1968=100,Base = 100,
Consumer Price Index,2011,August,Base November 1975=100,Base = 100,662
Consumer Price Index,2011,August,Base November 1982=100,Base = 100,241.8
Consumer Price Index,2011,August,Base November 1989=100,Base = 100,171.4
Consumer Price Index,2011,August,Base November 1996=100,Base = 100,145.2
Consumer Price Index,2011,August,Base December 2001=100,Base = 100,122.9
Consumer Price Index,2011,August,Base December 2006=100,Base = 100,104.1
Consumer Price Index,2011,August,Base December 2011=100,Base = 100,99.7
Consumer Price Index,2011,August,Base December 2016=100,Base = 100,98.5
Consumer Price Index,2011,August,Base December 2023=100,Base = 100,81.3
Consumer Price Index,2011,September,Base July 1914=100,Base = 100,
Consumer Price Index,2011,September,Base August 1947=100,Base = 100,
Consumer Price Index,2011,September,Base August 1953=100,Base = 100,
Consumer Price Index,2011,September,Base November 1968=100,Base = 100,
Consumer Price Index,2011,September,Base November 1975=100,Base = 100,663.9
Consumer Price Index,2011,September,Base November 1982=100,Base = 100,242.5
Consumer Price Index,2011,September,Base November 1989=100,Base = 100,171.9
Consumer Price Index,2011,September,Base November 1996=100,Base = 100,145.6
Consumer Price Index,2011,September,Base December 2001=100,Base = 100,123.2
Consumer Price Index,2011,September,Base December 2006=100,Base = 100,104.4
Consumer Price Index,2011,September,Base December 2011=100,Base = 100,100
Consumer Price Index,2011,September,Base December 2016=100,Base = 100,98.8
Consumer Price Index,2011,September,Base December 2023=100,Base = 100,81.6
Consumer Price Index,2011,October,Base July 1914=100,Base = 100,
Consumer Price Index,2011,October,Base August 1947=100,Base = 100,
Consumer Price Index,2011,October,Base August 1953=100,Base = 100,
Consumer Price Index,2011,October,Base November 1968=100,Base = 100,
Consumer Price Index,2011,October,Base November 1975=100,Base = 100,665.9
Consumer Price Index,2011,October,Base November 1982=100,Base = 100,243.2
Consumer Price Index,2011,October,Base November 1989=100,Base = 100,172.4
Consumer Price Index,2011,October,Base November 1996=100,Base = 100,146.1
Consumer Price Index,2011,October,Base December 2001=100,Base = 100,123.6
Consumer Price Index,2011,October,Base December 2006=100,Base = 100,104.7
Consumer Price Index,2011,October,Base December 2011=100,Base = 100,100.3
Consumer Price Index,2011,October,Base December 2016=100,Base = 100,99.1
Consumer Price Index,2011,October,Base December 2023=100,Base = 100,81.8
Consumer Price Index,2011,November,Base July 1914=100,Base = 100,
Consumer Price Index,2011,November,Base August 1947=100,Base = 100,
Consumer Price Index,2011,November,Base August 1953=100,Base = 100,
Consumer Price Index,2011,November,Base November 1968=100,Base = 100,
Consumer Price Index,2011,November,Base November 1975=100,Base = 100,665.8
Consumer Price Index,2011,November,Base November 1982=100,Base = 100,243.2
Consumer Price Index,2011,November,Base November 1989=100,Base = 100,172.4
Consumer Price Index,2011,November,Base November 1996=100,Base = 100,146.1
Consumer Price Index,2011,November,Base December 2001=100,Base = 100,123.6
Consumer Price Index,2011,November,Base December 2006=100,Base = 100,104.7
Consumer Price Index,2011,November,Base December 2011=100,Base = 100,100.3
Consumer Price Index,2011,November,Base December 2016=100,Base = 100,99.1
Consumer Price Index,2011,November,Base December 2023=100,Base = 100,81.8
Consumer Price Index,2011,December,Base July 1914=100,Base = 100,
Consumer Price Index,2011,December,Base August 1947=100,Base = 100,
Consumer Price Index,2011,December,Base August 1953=100,Base = 100,
Consumer Price Index,2011,December,Base November 1968=100,Base = 100,
Consumer Price Index,2011,December,Base November 1975=100,Base = 100,664
Consumer Price Index,2011,December,Base November 1982=100,Base = 100,242.5
Consumer Price Index,2011,December,Base November 1989=100,Base = 100,171.9
Consumer Price Index,2011,December,Base November 1996=100,Base = 100,145.7
Consumer Price Index,2011,December,Base December 2001=100,Base = 100,123.2
Consumer Price Index,2011,December,Base December 2006=100,Base = 100,104.4
Consumer Price Index,2011,December,Base December 2011=100,Base = 100,100
Consumer Price Index,2011,December,Base December 2016=100,Base = 100,98.8
Consumer Price Index,2011,December,Base December 2023=100,Base = 100,81.6
Consumer Price Index,2012,January,Base July 1914=100,Base = 100,
Consumer Price Index,2012,January,Base August 1947=100,Base = 100,
Consumer Price Index,2012,January,Base August 1953=100,Base = 100,
Consumer Price Index,2012,January,Base November 1968=100,Base = 100,
Consumer Price Index,2012,January,Base November 1975=100,Base = 100,660.7
Consumer Price Index,2012,January,Base November 1982=100,Base = 100,241.3
Consumer Price Index,2012,January,Base November 1989=100,Base = 100,171.1
Consumer Price Index,2012,January,Base November 1996=100,Base = 100,144.9
Consumer Price Index,2012,January,Base December 2001=100,Base = 100,122.6
Consumer Price Index,2012,January,Base December 2006=100,Base = 100,103.9
Consumer Price Index,2012,January,Base December 2011=100,Base = 100,99.5
Consumer Price Index,2012,January,Base December 2016=100,Base = 100,98.3
Consumer Price Index,2012,January,Base December 2023=100,Base = 100,81.2
Consumer Price Index,2012,February,Base July 1914=100,Base = 100,
Consumer Price Index,2012,February,Base August 1947=100,Base = 100,
Consumer Price Index,2012,February,Base August 1953=100,Base = 100,
Consumer Price Index,2012,February,Base November 1968=100,Base = 100,
Consumer Price Index,2012,February,Base November 1975=100,Base = 100,666.4
Consumer Price Index,2012,February,Base November 1982=100,Base = 100,243.4
Consumer Price Index,2012,February,Base November 1989=100,Base = 100,172.5
Consumer Price Index,2012,February,Base November 1996=100,Base = 100,146.2
Consumer Price Index,2012,February,Base December 2001=100,Base = 100,123.7
Consumer Price Index,2012,February,Base December 2006=100,Base = 100,104.8
Consumer Price Index,2012,February,Base December 2011=100,Base = 100,100.4
Consumer Price Index,2012,February,Base December 2016=100,Base = 100,99.2
Consumer Price Index,2012,February,Base December 2023=100,Base = 100,81.9
Consumer Price Index,2012,March,Base July 1914=100,Base = 100,
Consumer Price Index,2012,March,Base August 1947=100,Base = 100,
Consumer Price Index,2012,March,Base August 1953=100,Base = 100,
Consumer Price Index,2012,March,Base November 1968=100,Base = 100,
Consumer Price Index,2012,March,Base November 1975=100,Base = 100,673.3
Consumer Price Index,2012,March,Base November 1982=100,Base = 100,245.9
Consumer Price Index,2012,March,Base November 1989=100,Base = 100,174.3
Consumer Price Index,2012,March,Base November 1996=100,Base = 100,147.7
Consumer Price Index,2012,March,Base December 2001=100,Base = 100,125
Consumer Price Index,2012,March,Base December 2006=100,Base = 100,105.9
Consumer Price Index,2012,March,Base December 2011=100,Base = 100,101.4
Consumer Price Index,2012,March,Base December 2016=100,Base = 100,100.2
Consumer Price Index,2012,March,Base December 2023=100,Base = 100,82.7
Consumer Price Index,2012,April,Base July 1914=100,Base = 100,
Consumer Price Index,2012,April,Base August 1947=100,Base = 100,
Consumer Price Index,2012,April,Base August 1953=100,Base = 100,
Consumer Price Index,2012,April,Base November 1968=100,Base = 100,
Consumer Price Index,2012,April,Base November 1975=100,Base = 100,673.5
Consumer Price Index,2012,April,Base November 1982=100,Base = 100,246
Consumer Price Index,2012,April,Base November 1989=100,Base = 100,174.4
Consumer Price Index,2012,April,Base November 1996=100,Base = 100,147.7
Consumer Price Index,2012,April,Base December 2001=100,Base = 100,125
Consumer Price Index,2012,April,Base December 2006=100,Base = 100,105.9
Consumer Price Index,2012,April,Base December 2011=100,Base = 100,101.4
Consumer Price Index,2012,April,Base December 2016=100,Base = 100,100.2
Consumer Price Index,2012,April,Base December 2023=100,Base = 100,82.8
Consumer Price Index,2012,May,Base July 1914=100,Base = 100,
Consumer Price Index,2012,May,Base August 1947=100,Base = 100,
Consumer Price Index,2012,May,Base August 1953=100,Base = 100,
Consumer Price Index,2012,May,Base November 1968=100,Base = 100,
Consumer Price Index,2012,May,Base November 1975=100,Base = 100,673.3
Consumer Price Index,2012,May,Base November 1982=100,Base = 100,245.9
Consumer Price Index,2012,May,Base November 1989=100,Base = 100,174.3
Consumer Price Index,2012,May,Base November 1996=100,Base = 100,147.7
Consumer Price Index,2012,May,Base December 2001=100,Base = 100,125
Consumer Price Index,2012,May,Base December 2006=100,Base = 100,105.9
Consumer Price Index,2012,May,Base December 2011=100,Base = 100,101.4
Consumer Price Index,2012,May,Base December 2016=100,Base = 100,100.2
Consumer Price Index,2012,May,Base December 2023=100,Base = 100,82.7
Consumer Price Index,2012,June,Base July 1914=100,Base = 100,
Consumer Price Index,2012,June,Base August 1947=100,Base = 100,
Consumer Price Index,2012,June,Base August 1953=100,Base = 100,
Consumer Price Index,2012,June,Base November 1968=100,Base = 100,
Consumer Price Index,2012,June,Base November 1975=100,Base = 100,672.2
Consumer Price Index,2012,June,Base November 1982=100,Base = 100,245.5
Consumer Price Index,2012,June,Base November 1989=100,Base = 100,174
Consumer Price Index,2012,June,Base November 1996=100,Base = 100,147.5
Consumer Price Index,2012,June,Base December 2001=100,Base = 100,124.8
Consumer Price Index,2012,June,Base December 2006=100,Base = 100,105.7
Consumer Price Index,2012,June,Base December 2011=100,Base = 100,101.2
Consumer Price Index,2012,June,Base December 2016=100,Base = 100,100
Consumer Price Index,2012,June,Base December 2023=100,Base = 100,82.6
Consumer Price Index,2012,July,Base July 1914=100,Base = 100,
Consumer Price Index,2012,July,Base August 1947=100,Base = 100,
Consumer Price Index,2012,July,Base August 1953=100,Base = 100,
Consumer Price Index,2012,July,Base November 1968=100,Base = 100,
Consumer Price Index,2012,July,Base November 1975=100,Base = 100,671.5
Consumer Price Index,2012,July,Base November 1982=100,Base = 100,245.3
Consumer Price Index,2012,July,Base November 1989=100,Base = 100,173.8
Consumer Price Index,2012,July,Base November 1996=100,Base = 100,147.3
Consumer Price Index,2012,July,Base December 2001=100,Base = 100,124.6
Consumer Price Index,2012,July,Base December 2006=100,Base = 100,105.6
Consumer Price Index,2012,July,Base December 2011=100,Base = 100,101.1
Consumer Price Index,2012,July,Base December 2016=100,Base = 100,99.9
Consumer Price Index,2012,July,Base December 2023=100,Base = 100,82.5
Consumer Price Index,2012,August,Base July 1914=100,Base = 100,
Consumer Price Index,2012,August,Base August 1947=100,Base = 100,
Consumer Price Index,2012,August,Base August 1953=100,Base = 100,
Consumer Price Index,2012,August,Base November 1968=100,Base = 100,
Consumer Price Index,2012,August,Base November 1975=100,Base = 100,675.3
Consumer Price Index,2012,August,Base November 1982=100,Base = 100,246.7
Consumer Price Index,2012,August,Base November 1989=100,Base = 100,174.8
Consumer Price Index,2012,August,Base November 1996=100,Base = 100,148.1
Consumer Price Index,2012,August,Base December 2001=100,Base = 100,125.3
Consumer Price Index,2012,August,Base December 2006=100,Base = 100,106.2
Consumer Price Index,2012,August,Base December 2011=100,Base = 100,101.7
Consumer Price Index,2012,August,Base December 2016=100,Base = 100,100.5
Consumer Price Index,2012,August,Base December 2023=100,Base = 100,83
Consumer Price Index,2012,September,Base July 1914=100,Base = 100,
Consumer Price Index,2012,September,Base August 1947=100,Base = 100,
Consumer Price Index,2012,September,Base August 1953=100,Base = 100,
Consumer Price Index,2012,September,Base November 1968=100,Base = 100,
Consumer Price Index,2012,September,Base November 1975=100,Base = 100,674.3
Consumer Price Index,2012,September,Base November 1982=100,Base = 100,246.3
Consumer Price Index,2012,September,Base November 1989=100,Base = 100,174.6
Consumer Price Index,2012,September,Base November 1996=100,Base = 100,147.9
Consumer Price Index,2012,September,Base December 2001=100,Base = 100,125.2
Consumer Price Index,2012,September,Base December 2006=100,Base = 100,106
Consumer Price Index,2012,September,Base December 2011=100,Base = 100,101.6
Consumer Price Index,2012,September,Base December 2016=100,Base = 100,100.4
Consumer Price Index,2012,September,Base December 2023=100,Base = 100,82.9
Consumer Price Index,2012,October,Base July 1914=100,Base = 100,
Consumer Price Index,2012,October,Base August 1947=100,Base = 100,
Consumer Price Index,2012,October,Base August 1953=100,Base = 100,
Consumer Price Index,2012,October,Base November 1968=100,Base = 100,
Consumer Price Index,2012,October,Base November 1975=100,Base = 100,674
Consumer Price Index,2012,October,Base November 1982=100,Base = 100,246.2
Consumer Price Index,2012,October,Base November 1989=100,Base = 100,174.5
Consumer Price Index,2012,October,Base November 1996=100,Base = 100,147.9
Consumer Price Index,2012,October,Base December 2001=100,Base = 100,125.1
Consumer Price Index,2012,October,Base December 2006=100,Base = 100,106
Consumer Price Index,2012,October,Base December 2011=100,Base = 100,101.5
Consumer Price Index,2012,October,Base December 2016=100,Base = 100,100.3
Consumer Price Index,2012,October,Base December 2023=100,Base = 100,82.8
Consumer Price Index,2012,November,Base July 1914=100,Base = 100,
Consumer Price Index,2012,November,Base August 1947=100,Base = 100,
Consumer Price Index,2012,November,Base August 1953=100,Base = 100,
Consumer Price Index,2012,November,Base November 1968=100,Base = 100,
Consumer Price Index,2012,November,Base November 1975=100,Base = 100,671.3
Consumer Price Index,2012,November,Base November 1982=100,Base = 100,245.2
Consumer Price Index,2012,November,Base November 1989=100,Base = 100,173.8
Consumer Price Index,2012,November,Base November 1996=100,Base = 100,147.3
Consumer Price Index,2012,November,Base December 2001=100,Base = 100,124.6
Consumer Price Index,2012,November,Base December 2006=100,Base = 100,105.5
Consumer Price Index,2012,November,Base December 2011=100,Base = 100,101.1
Consumer Price Index,2012,November,Base December 2016=100,Base = 100,99.9
Consumer Price Index,2012,November,Base December 2023=100,Base = 100,82.5
Consumer Price Index,2012,December,Base July 1914=100,Base = 100,
Consumer Price Index,2012,December,Base August 1947=100,Base = 100,
Consumer Price Index,2012,December,Base August 1953=100,Base = 100,
Consumer Price Index,2012,December,Base November 1968=100,Base = 100,
Consumer Price Index,2012,December,Base November 1975=100,Base = 100,671.8
Consumer Price Index,2012,December,Base November 1982=100,Base = 100,245.4
